"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Rape(reviseddefinition)1","Rape(legacydefinition)2","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Flint","99,166","1,694","28","115","","277","1,274","3,891","1,677","1,944","270","133"
"Flushing","8,158","7","0","2","","1","4","82","15","65","2","0"
"Flushing Township","10,324","17","0","2","","2","13","38","12","26","0","0"
"Forsyth Township","6,238","20","0","7","","1","12","89","19","68","2","1"
"Fowlerville","2,955","3","0","2","","1","0","98","10","87","1","0"
"Frankenmuth","4,883","5","0","2","","1","2","65","1","62","2","1"
"Franklin","3,235","2","0","1","","0","1","25","3","20","2","0"
"Fraser","14,632","32","0","2","","5","25","340","36","293","11","0"
"Fremont","4,043","9","0","5","","0","4","185","10","174","1","2"
"Frost Township","1,023","0","0","0","","0","0","6","0","6","0","0"
"Fruitport","1,104","24","0","3","","11","10","592","39","539","14","1"
"Gaines Township","6,268","0","0","0","","0","0","16","8","8","0","0"
"Galesburg","2,033","7","0","5","","1","1","54","14","37","3","0"
"Garden City","27,035","58","0","10","","19","29","381","91","238","52","5"
"Gaylord","3,635","12","1","6","","1","4","213","22","185","6","0"
"Genesee Township","20,665","105","1","10","","11","83","395","163","201","31","2"
"Gerrish Township","2,938","2","0","1","","0","1","17","1","16","0","0"
"Gibraltar","4,544","4","0","2","","0","2","45","11","30","4","1"
"Gladstone","4,915","2","0","2","","0","0","73","7","66","0","0"
"Gladwin","2,918","10","0","6","","0","4","87","10","76","1","1"
