"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Rape(reviseddefinition)1","Rape(legacydefinition)2","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Wilmer","3,829","9","0","0","","3","6","95","28","61","6","0"
"Windcrest","5,668","8","0","3","","3","2","326","25","287","14","0"
"Wink","1,024","0","0","0","","0","0","11","4","5","2","1"
"Winnsboro","3,356","25","0","0","","0","25","71","12","52","7","0"
"Winters","2,505","2","0","0","","0","2","28","10","13","5","2"
"Wolfforth","4,070","2","0","1","","0","1","34","3","30","1","0"
"Woodbranch","1,367","0","0","0","","0","0","15","4","10","1","0"
"Woodville","2,495","3","0","0","","0","3","21","3","18","0","0"
"Woodway","8,716","8","0","1","","1","6","131","17","109","5","0"
"Wortham","1,053","1","0","0","","0","1","23","7","16","0","1"
"Wylie","45,323","43","1","17","","2","23","496","74","390","32","0"
"Yoakum","5,992","12","0","5","","3","4","127","52","64","11","0"
"Yorktown","2,121","18","0","3","","2","13","29","12","16","1","0"
