"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Rape(reviseddefinition)1","Rape(legacydefinition)2","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Canton","4,129","10","0","","1","0","9","215","46","157","12","0"
"Cape Carteret","2,058","4","0","","0","1","3","25","2","22","1","2"
"Carolina Beach","6,053","15","1","","0","1","13","258","47","199","12","1"
"Carrboro","21,240","31","0","","2","2","27","494","127","347","20","1"
"Carthage","2,356","6","0","","0","1","5","88","18","65","5","0"
"Cary","154,978","98","3","","6","33","56","1,711","325","1,331","55","7"
"Catawba","616","1","0","","0","0","1","23","12","11","0","0"
"Chadbourn","1,807","22","1","","0","6","15","193","69","120","4","2"
"Chapel Hill","60,190","86","2","","13","29","42","1,347","360","921","66","3"
"Charlotte-Mecklenburg","856,916","5,054","47","","210","1,586","3,211","30,565","6,031","22,827","1,707","165"
"Cherryville","5,887","21","0","","1","5","15","190","37","146","7","2"
"China Grove","4,173","11","0","","2","3","6","73","14","55","4","2"
"Claremont","1,368","8","0","","0","2","6","27","7","17","3","0"
"Clayton","18,089","35","2","","2","6","25","406","109","287","10","0"
