"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Rape(reviseddefinition)1","Rape(legacydefinition)2","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Sunbury","9,739","39","0","0","","3","36","231","66","162","3","5"
"Susquehanna","1,581","2","1","0","","0","1","8","4","4","0","0"
"Susquehanna Regional","8,112","3","0","0","","3","0","104","25","76","3","1"
"Susquehanna Township, Dauphin County","24,515","38","0","3","","11","24","371","87","280","4","2"
"Swatara Township","24,654","89","0","3","","36","50","1,200","111","1,080","9","12"
"Sweden Township","875","0","0","0","","0","0","0","0","0","0","0"
"Swissvale","8,937","65","0","0","","8","57","263","77","166","20","1"
"Swoyersville","5,015","6","0","1","","0","5","68","15","52","1","1"
"Sykesville","1,151","0","0","0","","0","0","0","0","0","0","0"
"Tamaqua","6,945","10","0","3","","3","4","177","37","139","1","0"
"Tarentum","4,499","5","0","0","","1","4","88","18","69","1","0"
"Tatamy","1,141","0","0","0","","0","0","12","0","12","0","0"
"Taylor","6,191","13","0","0","","1","12","317","20","289","8","0"
"Telford","4,873","10","0","0","","2","8","44","5","35","4","0"
"Terre Hill","1,352","0","0","0","","0","0","4","2","2","0","0"
"Throop","4,071","15","0","0","","2","13","58","14","40","4","0"
"Tiadaghton Valley Regional","6,640","3","0","0","","0","3","161","13","147","1","0"
"Tidioute","671","0","0","0","","0","0","0","0","0","0","0"
"Tilden Township","3,579","6","0","2","","4","0","166","12","144","10","1"
"Tinicum Township, Bucks County","3,969","0","0","0","","0","0","20","5","15","0","0"
"Tinicum Township, Delaware County","4,097","20","0","1","","8","11","174","7","143","24","1"
"Titusville","5,391","9","0","0","","2","7","128","13","115","0","0"
"Towamencin Township","18,320","17","0","1","","5","11","122","13","104","5","0"
"Towanda","2,870","5","0","1","","0","4","102","16","85","1","0"
"Tower City","1,325","0","0","0","","0","0","6","1","5","0","0"
"Trafford","3,184","20","0","4","","0","16","80","15","64","1","0"
"Trainer","1,841","12","0","1","","1","10","91","22","64","5","1"
"Tredyffrin Township","29,544","11","0","2","","2","7","230","50","173","7","0"
"Troy","1,301","7","0","0","","0","7","29","6","23","0","0"
"Tulpehocken Township","3,281","3","0","0","","0","3","17","4","12","1","0"
"Tullytown","1,864","0","0","0","","0","0","157","2","154","1","0"
"Tunkhannock","1,791","1","0","0","","1","0","24","3","21","0","0"
"Tunkhannock Township, Wyoming County","6,271","1","0","0","","0","1","45","12","30","3","0"
"Turtle Creek","5,315","5","0","0","","1","4","6","1","4","1","0"
"Tyrone","5,397","10","0","0","","3","7","147","17","130","0","0"
"Union City","3,249","0","0","0","","0","0","101","5","96","0","0"
"Union Dale","250","0","0","0","","0","0","0","0","0","0","0"
"Uniontown","10,139","41","0","1","","26","14","468","150","299","19","0"
"Union Township, Schuylkill County","1,252","0","0","0","","0","0","0","0","0","0","0"
"Upland","3,252","48","1","2","","6","39","94","25","64","5","1"
"Upper Allen Township","18,801","2","0","2","","0","0","149","26","119","4","0"
"Upper Burrell Township","2,288","0","0","0","","0","0","33","8","25","0","0"
"Upper Chichester Township","17,012","33","0","1","","13","19","422","57","345","20","2"
"Upper Darby Township","82,843","354","4","12","","181","157","1,632","265","1,250","117","4"
"Upper Dublin Township","26,310","12","0","1","","7","4","201","26","171","4","1"
"Upper Gwynedd Township","15,915","12","0","1","","1","10","95","11","81","3","0"
"Upper Leacock Township","8,866","3","0","0","","3","0","105","21","74","10","1"
"Upper Macungine Township","22,201","2","0","0","","1","1","259","31","221","7","1"
"Upper Makefield Township","8,258","8","0","2","","1","5","104","17","58","29","0"
"Upper Merion Township","28,651","26","0","0","","17","9","1,132","65","1,043","24","1"
"Upper Moreland Township","24,253","15","0","3","","6","6","534","36","487","11","2"
"Upper Nazareth Township","6,505","11","0","0","","0","11","26","3","23","0","0"
"Upper Perkiomen","6,830","11","2","4","","0","5","117","16","96","5","0"
"Upper Pottsgrove Township","5,404","10","0","1","","0","9","85","23","62","0","0"
"Upper Providence Township, Delaware County","10,354","2","1","0","","0","1","26","3","21","2","0"
"Upper Providence Township, Montgomery County","22,200","8","0","1","","2","5","353","32","311","10","0"
"Upper Saucon Township","15,694","4","0","2","","1","1","144","20","122","2","1"
"Upper Southampton Township","15,183","12","0","2","","1","9","156","37","111","8","0"
"Upper St. Clair Township","19,399","8","1","0","","1","6","106","9","93","4","0"
"Upper Uwchlan Township","11,572","0","0","0","","0","0","137","26","111","0","0"
"Upper Yoder Township","5,319","1","0","0","","0","1","18","2","16","0","0"
"Uwchlan Township","18,470","12","0","0","","4","8","145","22","117","6","1"
"Valley Township","7,443","19","0","1","","1","17","75","15","57","3","0"
"Vandergrift","5,091","15","0","1","","1","13","5","1","4","0","0"
"Vandling","744","0","0","0","","0","0","6","3","3","0","0"
"Vernon Township","5,521","3","0","1","","0","2","78","0","78","0","0"
"Verona","2,464","7","0","0","","2","5","98","16","81","1","0"
"Vintondale","399","0","0","0","","0","0","0","0","0","0","0"
"Walker Township","1,041","0","0","0","","0","0","1","0","1","0","0"
"Walnutport","2,053","0","0","0","","0","0","4","1","3","0","0"
"Wampum","699","2","0","0","","0","2","4","1","3","0","0"
"Warminster Township","32,804","24","0","7","","9","8","468","58","397","13","0"
"Warren","9,423","23","0","5","","3","15","188","17","166","5","0"
"Warrington Township","23,630","6","0","0","","5","1","207","25","176","6","1"
"Warwick Township, Bucks County","14,718","7","0","0","","0","7","59","14","42","3","1"
"Washington, Washington County","13,686","64","2","12","","27","23","540","89","415","36","6"
"Washington Township, Fayette County","3,818","7","0","0","","0","7","32","6","24","2","0"
"Washington Township, Franklin County","14,468","11","0","1","","7","3","467","20","443","4","2"
"Washington Township, Northampton County","5,161","1","0","0","","1","0","42","12","28","2","0"
"Washington Township, Westmoreland County","7,310","2","0","0","","1","1","87","5","81","1","0"
"Watsontown","2,350","5","0","2","","0","3","44","10","32","2","0"
"Waverly Township","1,754","2","0","0","","2","0","12","6","6","0","0"
"Waymart","1,286","0","0","0","","0","0","4","0","3","1","0"
"Waynesboro","10,748","32","0","9","","5","18","300","71","221","8","6"
"Waynesburg","4,105","15","0","1","","2","12","121","40","79","2","0"
"Wayne Township","2,554","0","0","0","","0","0","9","2","6","1","0"
"Weatherly","2,492","10","0","4","","0","6","67","20","46","1","0"
"Wellsboro","3,373","5","0","3","","0","2","40","8","32","0","0"
"Western Berks Regional","4,589","9","0","0","","0","9","24","7","17","0","0"
"Wesleyville","3,254","5","0","1","","0","4","86","8","76","2","0"
"West Brandywine Township","7,443","6","1","1","","0","4","80","21","51","8","1"
"West Brownsville","987","0","0","0","","0","0","7","0","7","0","0"
"West Caln Township","9,053","14","1","0","","0","13","72","18","47","7","1"
"West Carroll Township","1,258","4","0","0","","0","4","7","2","4","1","0"
"West Chester","19,095","43","0","5","","20","18","374","61","299","14","0"
"West Cocalico Township","7,377","0","0","0","","0","0","37","14","21","2","0"
"West Conshohocken","1,396","2","0","0","","2","0","19","3","15","1","0"
"West Cornwall Township","1,969","0","0","0","","0","0","3","0","3","0","0"
"West Deer Township","11,873","2","0","1","","0","1","97","31","60","6","0"
"West Earl Township","8,051","2","0","1","","1","0","48","9","39","0","0"
"West Fallowfield Township","2,580","0","0","0","","0","0","27","4","23","0","0"
"West Goshen Township","23,130","19","0","3","","2","14","289","29","251","9","0"
"West Hazleton","4,540","10","0","0","","2","8","133","33","93","7","0"
"West Hills Regional","10,563","4","0","0","","2","2","156","22","132","2","0"
"West Homestead","1,937","11","0","0","","2","9","16","0","16","0","0"
"West Kittanning","1,155","1","0","0","","0","1","19","0","19","0","0"
"West Lampeter Township","15,707","2","0","0","","1","1","152","34","111","7","0"
"West Lebanon Township","794","1","0","0","","0","1","49","3","46","0","0"
"West Leechburg","1,272","0","0","0","","0","0","13","2","11","0","0"
"West Mahanoy Township","2,828","1","1","0","","0","0","30","6","24","0","0"
"West Manchester Township","18,853","31","0","5","","4","22","504","53","449","2","0"
"West Manheim Township","8,141","5","0","0","","2","3","125","10","115","0","0"
"West Mead Township","5,163","2","0","0","","0","2","6","1","5","0","1"
"West Mifflin","20,239","32","0","5","","14","13","431","46","369","16","3"
"West Newton","2,578","7","0","0","","1","6","50","14","36","0","0"
"West Norriton Township","15,816","25","0","2","","8","15","402","38","342","22","0"
"West Penn Township","4,403","5","0","0","","1","4","34","8","26","0","0"
"West Pike Run","1,570","0","0","0","","0","0","0","0","0","0","0"
"West Pittston","4,814","5","0","0","","2","3","81","12","69","0","0"
"West Pottsgrove Township","3,888","7","0","0","","5","2","204","28","164","12","0"
"West Reading","4,199","50","0","3","","7","40","119","19","94","6","0"
"West Sadsbury Township","2,472","7","0","1","","2","4","146","8","137","1","0"
"West Salem Township","3,477","5","0","0","","0","5","33","18","15","0","1"
"West Shore Regional","7,708","12","0","0","","10","2","58","10","47","1","0"
"Westtown-East Goshen Regional","32,541","19","0","1","","2","16","280","10","263","7","1"
"West View","6,740","8","0","1","","0","7","118","5","110","3","0"
"West Vincent Township","4,925","1","0","0","","1","0","19","0","18","1","0"
"West Whiteland Township","18,495","16","0","2","","10","4","438","20","412","6","4"
"West Wyoming","2,707","3","0","0","","0","3","34","8","25","1","0"
"West York","4,568","7","1","3","","1","2","170","14","153","3","0"
"Whitaker Borough","1,270","0","0","0","","0","0","9","4","3","2","0"
"Whitehall","13,946","12","0","0","","4","8","47","8","38","1","0"
"Whitehall Township","27,146","27","0","4","","17","6","1,271","90","1,145","36","1"
"White Haven Borough","1,114","1","0","0","","0","1","6","2","3","1","0"
"Whitemarsh Township","17,518","12","0","2","","1","9","273","46","217","10","0"
"White Oak","7,844","8","0","1","","5","2","82","13","62","7","0"
"Whitpain Township","19,202","26","0","0","","6","20","248","30","210","8","0"
"Wiconisco Township","1,196","0","0","0","","0","0","2","1","1","0","0"
"Wilkes-Barre","41,017","179","2","22","","92","63","1,449","348","1,037","64","5"
"Wilkes-Barre Township","2,960","18","0","0","","7","11","733","25","698","10","0"
"Wilkinsburg","15,871","140","4","13","","38","85","466","152","272","42","11"
"Wilkins Township","6,355","7","1","1","","4","1","134","21","110","3","0"
"Williamsburg","1,235","0","0","0","","0","0","16","4","12","0","0"
"Williamsport","29,340","132","3","9","","54","66","1,011","137","848","26","7"
"Willistown Township","10,760","2","0","0","","0","2","54","3","48","3","0"
"Wilson","7,815","48","0","5","","10","33","368","60","294","14","2"
"Windber","4,037","10","0","0","","0","10","38","10","26","2","2"
"Wind Gap","2,718","4","0","1","","1","2","30","2","28","0","0"
"Womelsdorf","2,814","5","0","1","","0","4","29","5","21","3","0"
"Woodward Township","2,432","1","0","0","","0","1","21","13","8","0","2"
"Worthington","627","0","0","0","","0","0","0","0","0","0","0"
"Wrightsville","2,291","0","0","0","","0","0","41","4","37","0","0"
"Wright Township","5,664","2","0","0","","1","1","44","4","39","1","0"
"Wyoming","3,048","14","0","0","","0","14","104","8","95","1","0"
"Wyomissing","10,485","7","0","0","","5","2","444","17","421","6","0"
"Yardley","2,441","0","0","0","","0","0","8","1","7","0","0"
"Yeadon","11,524","85","2","3","","53","27","428","112","279","37","2"
"York","43,951","388","8","24","","167","189","1,444","389","938","117","15"
"York Area Regional","61,107","94","1","11","","10","72","675","144","499","32","4"
"Youngsville","1,680","8","0","1","","0","7","13","6","7","0","0"
"Zelienople","3,768","3","0","0","","0","3","54","12","42","0","0"
"Zerbe Township","1,838","0","0","0","","0","0","5","0","5","0","0"
