"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Rape(reviseddefinition)1","Rape(legacydefinition)2","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Pilot Grove","769","0","0","0","","0","0","6","1","5","0","0"
"Pilot Knob","725","1","0","0","","0","1","5","1","4","0","0"
"Pine Lawn","3,464","32","0","0","","7","25","88","44","38","6","1"
"Pineville","772","0","0","0","","0","0","3","3","0","0","0"
"Platte City","4,822","4","0","0","","0","4","83","24","55","4","0"
"Platte Woods","398","0","0","0","","0","0","6","2","2","2","0"
"Plattsburg","2,285","7","0","0","","0","7","45","7","37","1","0"
"Pleasant Hill","8,240","6","0","0","","0","6","103","25","72","6","1"
"Pleasant Hope","614","0","0","0","","0","0","4","2","2","0","0"
"Pleasant Valley","3,048","4","0","1","","0","3","43","6","28","9","0"
"Polo","543","0","0","0","","0","0","2","2","0","0","0"
"Poplar Bluff","17,345","115","1","7","","31","76","1,466","221","1,170","75","14"
"Portageville","3,148","2","0","0","","1","1","21","1","20","0","0"
"Potosi","2,691","10","0","0","","2","8","153","15","127","11","0"
"Purcell","393","1","0","0","","0","1","0","0","0","0","0"
"Purdy","1,101","2","0","0","","0","2","24","9","15","0","0"
"Puxico","871","5","0","0","","0","5","5","0","5","0","0"
"Queen City","587","0","0","0","","0","0","0","0","0","0","0"
"Qulin","459","0","0","0","","0","0","1","0","0","1","0"
"Randolph","55","2","0","0","","0","2","24","3","13","8","0"
"Raymore","19,878","20","0","4","","1","15","352","31","306","15","0"
"Raytown","29,502","118","3","10","","36","69","1,243","267","865","111","6"
"Reeds Spring","880","0","0","0","","0","0","21","7","14","0","0"
"Republic","15,794","29","0","6","","0","23","322","44","259","19","0"
"Rich Hill","1,334","7","0","0","","0","7","29","8","21","0","0"
"Richland","1,874","9","0","2","","1","6","58","18","38","2","0"
"Richmond","5,651","15","0","3","","1","11","273","38","231","4","0"
"Richmond Heights","8,495","19","0","2","","9","8","469","21","425","23","0"
"Riverside","3,071","12","0","0","","4","8","212","19","183","10","2"
"Riverview","2,836","26","1","0","","7","18","154","71","65","18","2"
"Rockaway Beach","861","0","0","0","","0","0","0","0","0","0","0"
"Rock Hill","4,640","12","0","0","","1","11","90","13","68","9","0"
"Rock Port","1,255","4","0","0","","1","3","11","2","7","2","0"
"Rogersville","3,314","4","0","0","","0","4","65","15","46","4","0"
"Rolla","19,876","109","1","15","","12","81","790","108","650","32","0"
"Rosebud","409","0","0","0","","0","0","0","0","0","0","0"
"Salem","5,020","5","0","2","","0","3","220","32","183","5","0"
"Salisbury","1,560","3","0","0","","0","3","14","0","13","1","0"
"Savannah","5,144","2","0","0","","1","1","49","12","32","5","0"
"Scott City","4,550","13","0","0","","0","13","109","31","68","10","0"
